Model,MDO4014B-3
1.006190e+00,0
1.006200e+00,0.12
1.006210e+00,0.12
1.006220e+00,0
1.006230e+00,-0.04
1.006240e+00,0
1.006250e+00,0.04
1.006260e+00,0.04
1.006270e+00,-0.08
1.006280e+00,-0.2
1.006290e+00,-0.28
1.006300e+00,-0.24
1.006310e+00,-0.12
1.006320e+00,0
1.006330e+00,0.12
1.006340e+00,0.2
1.006350e+00,0.08
1.006360e+00,0.08
1.006370e+00,0.08
1.006380e+00,0.08
1.006390e+00,-0.04
1.006400e+00,-0.12
1.006410e+00,-0.2
1.006420e+00,-0.24
1.006430e+00,-0.24
1.006440e+00,-0.12
1.006450e+00,0
1.006460e+00,0.04
1.006470e+00,0.08
1.006480e+00,0
1.006490e+00,0.08
1.006500e+00,0.12
1.006510e+00,0.08
1.006520e+00,-0.04
1.006530e+00,-0.16
1.006540e+00,-0.2
1.006550e+00,-0.16
1.006560e+00,-0.16
1.006570e+00,0.04
1.006580e+00,0.04
1.006590e+00,0.08
1.006600e+00,0
1.006610e+00,-0.04
1.006620e+00,0
1.006630e+00,0
1.006640e+00,0
1.006650e+00,-0.12
1.006660e+00,-0.2
1.006670e+00,-0.24
1.006680e+00,-0.16
1.006690e+00,-0.04
1.006700e+00,0.04
1.006710e+00,0.12
1.006720e+00,0.08
1.006730e+00,0
1.006740e+00,0.04
1.006750e+00,0.08
1.006760e+00,0.04
1.006770e+00,-0.04
1.006780e+00,-0.16
1.006790e+00,-0.2
1.006800e+00,-0.28
1.006810e+00,-0.16
1.006820e+00,-0.04
1.006830e+00,0.04
1.006840e+00,0.08
1.006850e+00,0
1.006860e+00,0
1.006870e+00,0.08
1.006880e+00,0.12
1.006890e+00,0
1.006900e+00,-0.16
1.006910e+00,-0.24
1.006920e+00,-0.28
1.006930e+00,-0.24
1.006940e+00,-0.08
1.006950e+00,0
1.006960e+00,0.04
1.006970e+00,0
1.006980e+00,0
1.006990e+00,0.04
1.007000e+00,0.12
1.007010e+00,0.08
1.007020e+00,-0.04
1.007030e+00,-0.16
1.007040e+00,-0.28
1.007050e+00,-0.28
1.007060e+00,-0.2
1.007070e+00,-0.04
1.007080e+00,0
1.007090e+00,0.04
1.007100e+00,0
1.007110e+00,-0.04
1.007120e+00,0
1.007130e+00,0.04
1.007140e+00,0.04
1.007150e+00,-0.08
1.007160e+00,-0.2
1.007170e+00,-0.28
1.007180e+00,-0.28
1.007190e+00,-0.12
1.007200e+00,0
1.007210e+00,0.04
1.007220e+00,0
1.007230e+00,-0.04
1.007240e+00,0
1.007250e+00,0.04
1.007260e+00,0
1.007270e+00,-0.04
1.007280e+00,-0.16
1.007290e+00,-0.2
1.007300e+00,-0.28
1.007310e+00,-0.16
1.007320e+00,0
1.007330e+00,0.08
1.007340e+00,0.08
1.007350e+00,0
1.007360e+00,-0.08
1.007370e+00,0
1.007380e+00,0.04
1.007390e+00,0.04
1.007400e+00,-0.04
1.007410e+00,-0.12
1.007420e+00,-0.2
1.007430e+00,-0.2
1.007440e+00,-0.12
1.007450e+00,0
1.007460e+00,0.12
1.007470e+00,0.04
1.007480e+00,-0.04
1.007490e+00,-0.04
1.007500e+00,0.08
1.007510e+00,0.08
1.007520e+00,-0.04
1.007530e+00,-0.16
1.007540e+00,-0.28
1.007550e+00,-0.24
1.007560e+00,-0.16
1.007570e+00,-0.08
1.007580e+00,0
1.007590e+00,0.04
1.007600e+00,0
1.007610e+00,-0.04
1.007620e+00,0
1.007630e+00,0.08
1.007640e+00,0.08
1.007650e+00,0
1.007660e+00,-0.12
1.007670e+00,-0.24
1.007680e+00,-0.36
1.007690e+00,-0.28
1.007700e+00,-0.12
1.007710e+00,0
1.007720e+00,0.04
1.007730e+00,0.04
1.007740e+00,0.08
1.007750e+00,0.08
1.007760e+00,0.08
1.007770e+00,-0.04
1.007780e+00,-0.12
1.007790e+00,-0.2
1.007800e+00,-0.24
1.007810e+00,-0.12
1.007820e+00,-0.12
1.007830e+00,-0.04
1.007840e+00,-0.04
1.007850e+00,0
1.007860e+00,-0.04
1.007870e+00,0.04
1.007880e+00,0.12
1.007890e+00,0.12
1.007900e+00,0
1.007910e+00,-0.12
1.007920e+00,-0.24
1.007930e+00,-0.24
1.007940e+00,-0.12
1.007950e+00,0
1.007960e+00,0.08
1.007970e+00,0.08
1.007980e+00,-0.04
1.007990e+00,-0.04
1.008000e+00,0
1.008010e+00,0.08
1.008020e+00,0
1.008030e+00,-0.04
1.008040e+00,-0.12
1.008050e+00,-0.2
1.008060e+00,-0.24
1.008070e+00,-0.16
1.008080e+00,-0.04
1.008090e+00,0
1.008100e+00,0.04
1.008110e+00,0
1.008120e+00,0.08
1.008130e+00,0.08
1.008140e+00,0.08
1.008150e+00,-0.08
1.008160e+00,-0.16
1.008170e+00,-0.32
1.008180e+00,-0.24
1.008190e+00,-0.16
1.008200e+00,0
1.008210e+00,0.08
1.008220e+00,0.08
1.008230e+00,0
1.008240e+00,-0.04
1.008250e+00,0.04
1.008260e+00,0.12
1.008270e+00,0.04
1.008280e+00,-0.12
1.008290e+00,-0.2
1.008300e+00,-0.36
1.008310e+00,-0.32
1.008320e+00,-0.2
1.008330e+00,-0.04
1.008340e+00,0.04
1.008350e+00,0.04
1.008360e+00,-0.04
1.008370e+00,0
1.008380e+00,0.12
1.008390e+00,0.08
1.008400e+00,-0.04
1.008410e+00,-0.2
1.008420e+00,-0.24
1.008430e+00,-0.28
1.008440e+00,-0.16
1.008450e+00,-0.08
1.008460e+00,0.08
1.008470e+00,0.08
1.008480e+00,0
1.008490e+00,-0.04
1.008500e+00,0.08
1.008510e+00,0.12
1.008520e+00,0.04
1.008530e+00,-0.04
1.008540e+00,-0.16
1.008550e+00,-0.28
1.008560e+00,-0.28
1.008570e+00,-0.16
1.008580e+00,0
1.008590e+00,0.12
1.008600e+00,0.08
1.008610e+00,0.04
1.008620e+00,0.04
1.008630e+00,0.08
1.008640e+00,0.04
1.008650e+00,-0.04
1.008660e+00,-0.12
1.008670e+00,-0.12
1.008680e+00,-0.16
1.008690e+00,-0.12
1.008700e+00,0
1.008710e+00,0.08
1.008720e+00,0.08
1.008730e+00,0.08
1.008740e+00,0
1.008750e+00,0.04
1.008760e+00,0.04
1.008770e+00,0
1.008780e+00,-0.12
1.008790e+00,-0.12
1.008800e+00,-0.16
1.008810e+00,-0.16
1.008820e+00,-0.12
1.008830e+00,-0.08
1.008840e+00,0.08
1.008850e+00,0.04
1.008860e+00,0
1.008870e+00,0.04
1.008880e+00,0.08
1.008890e+00,0.08
1.008900e+00,-0.04
1.008910e+00,-0.16
1.008920e+00,-0.28
1.008930e+00,-0.28
1.008940e+00,-0.28
1.008950e+00,-0.08
1.008960e+00,0.12
1.008970e+00,0.16
1.008980e+00,0.16
1.008990e+00,0
1.009000e+00,0
1.009010e+00,0.08
1.009020e+00,0.04
1.009030e+00,-0.04
1.009040e+00,-0.12
1.009050e+00,-0.2
1.009060e+00,-0.28
1.009070e+00,-0.2
1.009080e+00,-0.08
1.009090e+00,0
1.009100e+00,0.08
1.009110e+00,0.08
1.009120e+00,0.08
1.009130e+00,0.12
1.009140e+00,0.08
1.009150e+00,-0.04
1.009160e+00,-0.16
1.009170e+00,-0.24
1.009180e+00,-0.28
1.009190e+00,-0.16
1.009200e+00,-0.08
1.009210e+00,0.04
1.009220e+00,0.12
1.009230e+00,0.08
1.009240e+00,0.08
1.009250e+00,0.12
1.009260e+00,0.2
1.009270e+00,0.12
1.009280e+00,0
1.009290e+00,-0.2
1.009300e+00,-0.28
1.009310e+00,-0.28
1.009320e+00,-0.2
1.009330e+00,-0.08
1.009340e+00,0.04
1.009350e+00,0
1.009360e+00,-0.04
1.009370e+00,-0.04
1.009380e+00,0
1.009390e+00,0.12
1.009400e+00,0.12
1.009410e+00,0.04
1.009420e+00,-0.04
1.009430e+00,-0.16
1.009440e+00,-0.24
1.009450e+00,-0.08
1.009460e+00,0
1.009470e+00,0.08
1.009480e+00,0.04
1.009490e+00,-0.04
1.009500e+00,0
1.009510e+00,0.08
1.009520e+00,0
1.009530e+00,-0.08
1.009540e+00,-0.16
1.009550e+00,-0.2
1.009560e+00,-0.28
1.009570e+00,-0.2
1.009580e+00,-0.12
1.009590e+00,0
1.009600e+00,0
1.009610e+00,0
1.009620e+00,-0.04
1.009630e+00,0.08
1.009640e+00,0.2
1.009650e+00,0.04
1.009660e+00,-0.04
1.009670e+00,-0.2
1.009680e+00,-0.32
1.009690e+00,-0.32
1.009700e+00,-0.2
1.009710e+00,-0.04
1.009720e+00,0.04
1.009730e+00,0.08
1.009740e+00,0.04
1.009750e+00,0.04
1.009760e+00,0.08
1.009770e+00,0.04
1.009780e+00,-0.08
1.009790e+00,-0.16
1.009800e+00,-0.24
1.009810e+00,-0.28
1.009820e+00,-0.24
1.009830e+00,-0.04
1.009840e+00,0
1.009850e+00,0.08
1.009860e+00,0
1.009870e+00,-0.04
1.009880e+00,0.04
1.009890e+00,0.12
1.009900e+00,0.08
1.009910e+00,0
1.009920e+00,-0.2
1.009930e+00,-0.28
1.009940e+00,-0.28
1.009950e+00,-0.24
1.009960e+00,-0.04
1.009970e+00,0.12
1.009980e+00,0.08
1.009990e+00,0
1.010000e+00,0
1.010010e+00,0.04
1.010020e+00,0.04
1.010030e+00,-0.04
1.010040e+00,-0.12
1.010050e+00,-0.2
1.010060e+00,-0.28
1.010070e+00,-0.24
1.010080e+00,-0.08
1.010090e+00,0.04
1.010100e+00,0.04
1.010110e+00,0
1.010120e+00,-0.04
1.010130e+00,0
1.010140e+00,0.08
1.010150e+00,0.04
1.010160e+00,-0.04
1.010170e+00,-0.2
1.010180e+00,-0.24
1.010190e+00,-0.28
1.010200e+00,-0.2
1.010210e+00,-0.04
1.010220e+00,0.08
1.010230e+00,0.12
1.010240e+00,0.08
1.010250e+00,0
1.010260e+00,0
1.010270e+00,0.04
1.010280e+00,-0.08
1.010290e+00,-0.12
1.010300e+00,-0.2
1.010310e+00,-0.28
1.010320e+00,-0.24
1.010330e+00,-0.12
1.010340e+00,-0.04
1.010350e+00,0.04
1.010360e+00,0
1.010370e+00,0
1.010380e+00,0
1.010390e+00,0.16
1.010400e+00,0.12
1.010410e+00,0.04
1.010420e+00,-0.12
1.010430e+00,-0.16
1.010440e+00,-0.24
1.010450e+00,-0.24
1.010460e+00,-0.04
1.010470e+00,0
1.010480e+00,-0.04
1.010490e+00,-0.04
1.010500e+00,-0.04
1.010510e+00,0.08
1.010520e+00,0.12
1.010530e+00,0.04
1.010540e+00,-0.08
1.010550e+00,-0.24
1.010560e+00,-0.24
1.010570e+00,-0.24
1.010580e+00,-0.16
1.010590e+00,-0.04
1.010600e+00,0.04
1.010610e+00,0.08
1.010620e+00,0
1.010630e+00,0.04
1.010640e+00,0.12
1.010650e+00,0.08
1.010660e+00,0
1.010670e+00,-0.12
1.010680e+00,-0.24
1.010690e+00,-0.28
1.010700e+00,-0.2
1.010710e+00,-0.08
1.010720e+00,0
1.010730e+00,0
1.010740e+00,-0.04
1.010750e+00,-0.04
1.010760e+00,0.04
1.010770e+00,0.08
1.010780e+00,0.04
1.010790e+00,-0.04
1.010800e+00,-0.16
1.010810e+00,-0.28
1.010820e+00,-0.32
1.010830e+00,-0.16
1.010840e+00,-0.04
1.010850e+00,0.08
1.010860e+00,0.04
1.010870e+00,0
1.010880e+00,0.04
1.010890e+00,0.08
1.010900e+00,0.08
1.010910e+00,-0.04
1.010920e+00,-0.16
1.010930e+00,-0.24
1.010940e+00,-0.24
1.010950e+00,-0.16
1.010960e+00,-0.04
1.010970e+00,0
1.010980e+00,0.08
1.010990e+00,0.04
1.011000e+00,0
1.011010e+00,0.08
1.011020e+00,0.16
1.011030e+00,0.12
1.011040e+00,-0.04
1.011050e+00,-0.16
1.011060e+00,-0.28
1.011070e+00,-0.36
1.011080e+00,-0.2
1.011090e+00,0
1.011100e+00,0.12
1.011110e+00,0.12
1.011120e+00,0
1.011130e+00,-0.04
1.011140e+00,0.08
1.011150e+00,0.12
1.011160e+00,0.08
1.011170e+00,-0.04
1.011180e+00,-0.24
1.011190e+00,-0.24
1.011200e+00,-0.28
1.011210e+00,-0.16
1.011220e+00,-0.04
1.011230e+00,0.04
1.011240e+00,0.08
1.011250e+00,0.04
1.011260e+00,0.08
1.011270e+00,0.12
1.011280e+00,0.08
1.011290e+00,0
1.011300e+00,-0.16
1.011310e+00,-0.24
1.011320e+00,-0.24
